Sobic.001G000100.1	Sb01g000200
Sobic.007G140100.6	Sb07g021570
Sobic.007G140300.1	Sb07g021590
Sobic.007G140400.1	Sb07g021600
Sobic.007G140500.1	Sb07g021610
Sobic.007G140600.1	Sb07g021620
Sobic.007G140700.1	Sb07g021630
Sobic.007G140800.1	Sb07g021640
Sobic.007G140900.1	Sb07g021660
Sobic.007G141100.1	Sb07g021670
Sobic.007G141200.1	Sb07g021680
Sobic.007G141340.1	Sb07g021690
Sobic.007G141380.1	Sb07g021695
Sobic.007G141500.1	Sb07g021700
Sobic.007G141600.1	Sb07g021710
Sobic.007G141600.2	Sb07g021710
Sobic.007G141700.1	Sb07g021720
Sobic.007G142100.1	Sb07g021750
Sobic.007G142200.1	Sb07g021760
Sobic.007G142300.1	Sb07g021770
Sobic.007G142300.2	Sb07g021770
Sobic.007G142300.3	Sb07g021770
Sobic.007G142300.4	Sb07g021770
Sobic.007G142500.1	Sb07g021780
Sobic.007G142600.1	Sb07g021790
Sobic.007G142700.1	Sb07g021800
Sobic.007G142900.1	Sb07g021820
Sobic.007G142900.2	Sb07g021820
Sobic.007G142900.3	Sb07g021820
Sobic.007G142900.4	Sb07g021820
Sobic.007G142900.5	Sb07g021820
Sobic.007G143000.1	Sb07g021830
Sobic.007G143100.1	Sb07g021840
Sobic.007G143200.1	Sb07g021850
Sobic.007G143250.1	Sb07g021860
Sobic.007G143400.1	Sb07g021870
Sobic.007G143500.1	Sb07g021880
Sobic.007G143500.2	Sb07g021880
Sobic.007G143500.3	Sb07g021880
Sobic.007G143500.4	Sb07g021880
Sobic.007G143500.5	Sb07g021880
Sobic.007G143700.1	Sb07g021890
Sobic.007G143700.2	Sb07g021890
Sobic.007G143800.1	Sb07g021895
Sobic.007G143900.1	Sb07g021900
Sobic.007G144000.1	Sb07g021910
Sobic.007G144100.1	Sb07g021915
Sobic.007G144300.1	Sb07g021920
Sobic.007G144400.1	Sb07g021930
Sobic.007G144501.1	Sb07g021940
Sobic.007G144600.1	Sb07g021950
Sobic.007G144900.1	Sb07g021970
Sobic.007G145000.1	Sb07g021980
Sobic.007G145100.1	Sb07g021990
Sobic.007G145100.2	Sb07g021990
Sobic.007G145400.1	Sb07g022020
Sobic.007G145600.1	Sb07g022040
Sobic.007G145700.1	Sb07g022050
Sobic.007G145901.1	Sb07g022060
Sobic.007G146001.1	Sb07g022070
Sobic.007G146200.1	Sb07g022090
Sobic.007G146300.1	Sb07g022100
Sobic.007G146400.1	Sb07g022110
Sobic.007G146400.2	Sb07g022110
Sobic.007G146500.1	Sb07g022120
Sobic.007G146600.1	Sb07g022130
Sobic.007G146700.1	Sb07g022140
Sobic.007G146800.1	Sb07g022150
Sobic.007G146900.1	Sb07g022155
Sobic.007G147000.1	Sb07g022160
Sobic.007G147101.1	Sb07g022165
Sobic.007G147101.2	Sb07g022165
Sobic.007G147101.3	Sb07g022165
Sobic.007G147101.4	Sb07g022165
Sobic.007G147200.1	Sb07g022170
Sobic.007G147300.1	Sb07g022180
Sobic.007G147600.1	Sb07g022190
Sobic.007G147700.1	Sb07g022200
Sobic.007G147800.1	Sb07g022210
Sobic.007G148000.3	Sb07g022220
Sobic.007G148100.1	Sb07g022230
Sobic.007G148100.2	Sb07g022230
Sobic.007G148200.1	Sb07g022240
Sobic.007G148200.2	Sb07g022240
Sobic.007G148300.1	Sb07g022250
Sobic.007G148400.1	Sb07g022260
Sobic.007G148400.2	Sb07g022260
Sobic.007G148500.1	Sb07g022265
Sobic.007G148600.1	Sb07g022270
Sobic.007G148700.1	Sb07g022280
Sobic.007G148800.1	Sb07g022290
Sobic.007G148900.1	Sb07g022300
Sobic.007G149000.1	Sb07g022320
Sobic.007G149200.1	Sb07g022330
Sobic.007G149200.2	Sb07g022330
Sobic.007G149200.3	Sb07g022330
Sobic.007G149300.1	Sb07g022340
Sobic.007G149400.1	Sb07g022350
Sobic.007G149600.1	Sb07g022370
Sobic.007G149700.1	Sb07g022380
Sobic.007G149700.2	Sb07g022380
Sobic.007G149700.3	Sb07g022380
Sobic.007G149700.4	Sb07g022380
Sobic.007G149700.5	Sb07g022380
Sobic.007G149700.6	Sb07g022380
Sobic.007G149800.1	Sb07g022400
Sobic.007G149900.1	Sb07g022410
Sobic.007G150000.1	Sb07g022420
Sobic.007G150100.1	Sb07g022430
Sobic.007G150100.2	Sb07g022430
Sobic.007G150200.1	Sb07g022440
Sobic.007G150700.1	Sb07g022470
Sobic.007G150800.1	Sb07g022480
Sobic.007G151100.1	Sb07g022500
Sobic.007G151200.1	Sb07g022510
Sobic.007G151300.1	Sb07g022520
Sobic.007G151400.1	Sb07g022530
Sobic.007G151500.1	Sb07g022540
Sobic.007G151600.1	Sb07g022550
Sobic.007G151800.1	Sb07g022570
Sobic.007G151900.1	Sb07g022580
Sobic.007G151900.2	Sb07g022580
Sobic.007G151900.3	Sb07g022580
Sobic.007G152000.1	Sb07g022590
Sobic.007G152101.1	Sb07g022600
Sobic.007G152200.1	Sb07g022610
Sobic.007G152300.1	Sb07g022620
Sobic.007G152400.1	Sb07g022630
Sobic.007G152500.1	Sb07g022640
Sobic.007G152600.1	Sb07g022650
Sobic.007G152701.1	Sb07g022660
Sobic.007G152800.1	Sb07g022670
Sobic.007G152800.2	Sb07g022670
Sobic.007G152800.3	Sb07g022670
Sobic.007G152900.1	Sb07g022680
Sobic.007G152900.2	Sb07g022680
Sobic.007G153100.1	Sb07g022690
Sobic.007G153300.1	Sb07g022700
Sobic.007G153400.1	Sb07g022710
Sobic.007G153500.1	Sb07g022720
Sobic.007G153600.1	Sb07g022730
Sobic.007G153600.2	Sb07g022730
Sobic.007G153700.1	Sb07g022740
Sobic.007G153900.1	Sb07g022750
Sobic.007G154100.1	Sb07g022780
Sobic.007G154200.1	Sb07g022790
Sobic.007G154300.1	Sb07g022800
Sobic.007G154400.1	Sb07g022810
Sobic.007G154400.2	Sb07g022810
Sobic.007G154500.1	Sb07g022820
Sobic.007G154701.1	Sb07g022830
Sobic.007G154800.1	Sb07g022860
Sobic.007G154901.1	Sb07g022870
Sobic.007G155000.1	Sb07g022880
Sobic.007G155100.1	Sb07g022890
Sobic.007G155100.2	Sb07g022890
Sobic.007G155200.1	Sb07g022910
Sobic.007G155300.1	Sb07g022920
Sobic.007G155700.1	Sb07g022960
Sobic.007G156101.1	Sb07g022970
Sobic.007G156200.1	Sb07g022980
Sobic.007G156300.1	Sb07g022990
Sobic.007G156400.1	Sb07g023010
Sobic.007G156500.1	Sb07g023020
Sobic.007G156500.2	Sb07g023020
Sobic.007G156700.1	Sb07g023030
Sobic.007G156800.1	Sb07g023040
Sobic.007G156900.1	Sb07g023050
Sobic.007G157000.1	Sb07g023060
Sobic.007G157000.2	Sb07g023060
Sobic.007G157100.1	Sb07g023070
Sobic.007G157300.1	Sb07g023080
Sobic.007G157500.1	Sb07g023110
Sobic.007G157600.1	Sb07g023120
Sobic.007G157700.1	Sb07g023130
Sobic.007G157800.1	Sb07g023140
Sobic.007G158000.1	Sb07g023150
Sobic.007G158100.1	Sb07g023160
Sobic.007G158100.2	Sb07g023160
Sobic.007G158200.1	Sb07g023170
Sobic.007G158200.2	Sb07g023170
Sobic.007G158200.3	Sb07g023170
Sobic.007G158300.1	Sb07g023180
Sobic.007G158400.1	Sb07g023190
Sobic.007G158500.1	Sb07g023200
Sobic.007G158600.1	Sb07g023210
Sobic.007G158700.1	Sb07g023220
Sobic.007G158800.1	Sb07g023230
Sobic.007G158800.2	Sb07g023230
Sobic.007G158900.1	Sb07g023240
Sobic.007G159000.1	Sb07g023250
Sobic.007G159100.1	Sb07g023260
Sobic.007G159200.1	Sb07g023270
Sobic.007G159200.2	Sb07g023270
Sobic.007G159300.1	Sb07g023280
Sobic.007G159450.1	Sb07g023290
Sobic.007G159500.3	Sb07g023310
Sobic.007G159600.1	Sb07g023300
Sobic.007G159700.1	Sb07g023320
Sobic.007G159900.2	Sb07g023330
Sobic.007G159900.3	Sb07g023330
Sobic.007G160200.1	Sb07g023340
Sobic.007G160300.1	Sb07g023350
Sobic.007G160400.1	Sb07g023360
Sobic.007G160700.1	Sb07g023390
Sobic.007G160900.1	Sb07g023420
Sobic.007G161000.1	Sb07g023430
Sobic.007G161100.1	Sb07g023440
Sobic.007G161200.1	Sb07g023450
Sobic.007G161200.2	Sb07g023450
Sobic.007G161400.1	Sb07g023460
Sobic.007G161400.2	Sb07g023460
Sobic.007G161500.1	Sb07g023470
Sobic.007G161600.1	Sb07g023480
Sobic.007G161700.1	Sb07g023490
Sobic.007G161800.1	Sb07g023500
Sobic.007G162000.1	Sb07g023510
Sobic.007G162000.2	Sb07g023510
Sobic.007G162100.1	Sb07g023520
Sobic.007G162300.1	Sb07g023540
Sobic.007G162400.1	Sb07g023550
Sobic.007G162500.1	Sb07g023560
Sobic.007G162600.1	Sb07g023570
Sobic.007G162600.2	Sb07g023570
Sobic.007G162600.3	Sb07g023570
Sobic.007G162600.4	Sb07g023570
Sobic.007G162700.1	Sb07g023575
Sobic.007G162800.2	Sb07g023580
Sobic.007G162800.3	Sb07g023580
Sobic.007G163200.1	Sb07g023640
Sobic.007G163300.1	Sb07g023650
Sobic.007G163400.1	Sb07g023660
Sobic.007G163500.1	Sb07g023700
Sobic.007G163600.1	Sb07g023710
Sobic.007G163700.1	Sb07g023720
Sobic.007G163800.1	Sb07g023730
Sobic.007G163800.2	Sb07g023730
Sobic.007G164000.1	Sb07g023740
Sobic.007G164300.1	Sb07g023770
Sobic.007G164500.1	Sb07g023790
Sobic.007G164600.1	Sb07g023793
Sobic.007G164750.1	Sb07g023800
Sobic.007G164900.1	Sb07g023803
Sobic.007G165100.1	Sb07g023810
Sobic.007G165300.1	Sb07g023820
Sobic.007G165300.2	Sb07g023820
Sobic.007G165600.1	Sb07g023850
Sobic.007G165800.1	Sb07g023870
Sobic.007G165900.1	Sb07g023880
Sobic.007G166000.1	Sb07g023890
Sobic.007G166100.1	Sb07g023900
Sobic.007G166200.1	Sb07g023910
Sobic.007G166200.3	Sb07g023910
Sobic.007G166300.1	Sb07g023920
Sobic.007G166400.1	Sb07g023930
Sobic.007G166500.1	Sb07g023940
Sobic.007G166600.1	Sb07g023950
Sobic.007G166800.1	Sb07g023960
Sobic.007G166900.1	Sb07g023970
Sobic.007G167000.1	Sb07g023990
Sobic.007G167100.1	Sb07g024000
Sobic.007G167200.1	Sb07g024010
Sobic.007G167200.2	Sb07g024010
Sobic.007G167300.1	Sb07g024020
Sobic.007G167400.1	Sb07g024030
Sobic.007G167400.2	Sb07g024030
Sobic.007G167500.1	Sb07g024040
Sobic.007G167500.2	Sb07g024040
Sobic.007G167600.1	Sb07g024050
Sobic.007G167700.1	Sb07g024060
Sobic.007G167800.1	Sb07g024070
Sobic.007G167900.1	Sb07g024080
Sobic.007G167900.3	Sb07g024080
Sobic.007G168000.1	Sb07g024090
Sobic.007G168000.2	Sb07g024090
Sobic.007G168200.1	Sb07g024100
Sobic.007G168300.1	Sb07g024110
Sobic.007G168300.2	Sb07g024110
Sobic.007G168400.1	Sb07g024120
Sobic.007G168500.1	Sb07g024130
Sobic.007G168600.1	Sb07g024140
Sobic.007G168600.2	Sb07g024140
Sobic.007G168600.3	Sb07g024140
Sobic.007G168600.4	Sb07g024140
Sobic.007G168700.1	Sb07g024145
Sobic.007G168900.1	Sb07g024150
Sobic.007G169000.1	Sb07g024160
Sobic.007G169100.1	Sb07g024170
Sobic.007G169200.1	Sb07g024180
Sobic.007G169300.1	Sb07g024190
Sobic.007G169500.1	Sb07g024200
Sobic.007G169600.1	Sb07g024210
Sobic.007G169700.1	Sb07g024220
Sobic.007G169700.2	Sb07g024220
Sobic.007G169700.3	Sb07g024220
Sobic.007G169900.1	Sb07g024230
Sobic.007G169900.2	Sb07g024230
Sobic.007G170300.1	Sb07g024250
Sobic.007G170300.3	Sb07g024250
Sobic.007G170300.4	Sb07g024250
Sobic.007G170300.5	Sb07g024250
Sobic.007G170400.1	Sb07g024260
Sobic.007G170500.1	Sb07g024270
Sobic.007G170700.1	Sb07g024280
Sobic.007G170700.2	Sb07g024280
Sobic.007G170800.1	Sb07g024290
Sobic.007G170900.3	Sb07g024310
Sobic.007G170900.4	Sb07g024310
Sobic.007G170900.5	Sb07g024310
Sobic.007G171000.1	Sb07g024320
Sobic.007G171100.1	Sb07g024330
Sobic.007G171100.2	Sb07g024330
Sobic.007G171200.1	Sb07g024340
Sobic.007G171200.2	Sb07g024340
Sobic.007G171200.3	Sb07g024340
Sobic.007G171400.1	Sb07g024360
Sobic.007G171500.1	Sb07g024370
Sobic.007G171500.2	Sb07g024370
Sobic.007G171600.1	Sb07g024380
Sobic.007G171700.1	Sb07g024390
Sobic.007G171800.1	Sb07g024400
Sobic.007G172100.1	Sb07g024430
Sobic.007G172300.1	Sb07g024460
Sobic.007G172400.1	Sb07g024470
Sobic.007G172500.1	Sb07g024480
Sobic.007G172600.1	Sb07g024490
Sobic.007G172700.1	Sb07g024500
Sobic.007G172700.2	Sb07g024500
Sobic.007G172800.1	Sb07g024510
Sobic.007G172900.1	Sb07g024520
Sobic.007G172900.3	Sb07g024520
Sobic.007G173000.1	Sb07g024530
Sobic.007G173200.1	Sb07g024550
Sobic.007G173300.1	Sb07g024560
Sobic.007G173300.2	Sb07g024560
Sobic.007G173300.3	Sb07g024560
Sobic.007G173500.1	Sb07g024570
Sobic.007G173700.1	Sb07g024580
Sobic.007G173700.3	Sb07g024580
Sobic.007G173800.1	Sb07g024590
Sobic.007G173901.1	Sb07g024600
Sobic.007G174000.1	Sb07g024610
Sobic.007G174300.1	Sb07g024630
Sobic.007G174500.1	Sb07g024640
Sobic.007G174600.1	Sb07g024646
Sobic.007G174701.1	Sb07g024650
Sobic.007G174800.2	Sb07g024660
Sobic.007G174900.1	Sb07g024670
Sobic.007G175000.1	Sb07g024680
Sobic.007G175100.1	Sb07g024690
Sobic.007G175200.1	Sb07g024700
Sobic.007G175300.1	Sb07g024710
Sobic.007G175600.1	Sb07g024740
Sobic.007G175800.1	Sb07g024760
Sobic.007G175900.1	Sb07g024770
Sobic.007G175900.2	Sb07g024770
Sobic.007G175900.3	Sb07g024770
Sobic.007G176000.1	Sb07g024780
Sobic.007G176100.1	Sb07g024790
Sobic.007G176200.1	Sb07g024800
Sobic.007G176300.1	Sb07g024810
Sobic.007G176400.1	Sb07g024820
Sobic.007G176500.1	Sb07g024830
Sobic.007G176600.1	Sb07g024840
Sobic.007G176800.1	Sb07g024860
Sobic.007G176900.1	Sb07g024870
Sobic.007G177000.1	Sb07g024880
Sobic.007G177100.1	Sb07g024890
Sobic.007G177200.1	Sb07g024900
Sobic.007G177400.1	Sb07g024915
Sobic.007G177500.1	Sb07g024920
Sobic.007G177600.1	Sb07g024930
Sobic.007G177801.1	Sb07g024936
Sobic.007G177901.1	Sb07g024940
Sobic.007G178000.1	Sb07g024945
Sobic.007G178100.1	Sb07g024950
Sobic.007G178200.1	Sb07g024960
Sobic.007G178300.1	Sb07g024970
Sobic.007G178500.1	Sb07g024990
Sobic.007G178600.1	Sb07g025000
Sobic.007G178900.1	Sb07g025010
Sobic.007G179000.1	Sb07g025020
Sobic.007G179200.1	Sb07g025030
Sobic.007G179400.1	Sb07g025040
Sobic.007G179400.2	Sb07g025040
Sobic.007G179400.3	Sb07g025040
Sobic.007G179600.1	Sb07g025050
Sobic.007G179800.1	Sb07g025070
Sobic.007G180000.1	Sb07g025090
Sobic.007G180000.2	Sb07g025090
Sobic.007G180100.1	Sb07g025100
Sobic.007G180100.2	Sb07g025100
Sobic.007G180200.1	Sb07g025110
Sobic.007G180300.1	Sb07g025120
Sobic.007G180300.2	Sb07g025120
Sobic.007G180600.1	Sb07g025150
Sobic.007G180600.2	Sb07g025150
Sobic.007G180700.1	Sb07g025160
Sobic.007G180900.1	Sb07g025170
Sobic.007G181100.1	Sb07g025190
Sobic.007G181500.1	Sb07g025210
Sobic.007G181600.1	Sb07g025220
Sobic.007G181600.2	Sb07g025220
Sobic.007G181900.1	Sb07g025230
Sobic.007G182000.1	Sb07g025240
Sobic.007G182500.2	Sb07g025270
Sobic.007G182500.3	Sb07g025270
Sobic.007G182700.1	Sb07g025290
Sobic.007G182801.1	Sb07g025300
Sobic.007G182900.1	Sb07g025310
Sobic.007G183000.1	Sb07g025320
Sobic.007G183100.1	Sb07g025330
Sobic.007G183200.2	Sb07g025340
Sobic.007G183200.3	Sb07g025340
Sobic.007G183200.4	Sb07g025340
Sobic.007G183300.1	Sb07g025350
Sobic.007G183500.1	Sb07g025360
Sobic.007G183600.1	Sb07g025370
Sobic.007G183700.1	Sb07g025380
Sobic.007G183800.1	Sb07g025390
Sobic.007G183900.1	Sb07g025400
Sobic.007G183900.2	Sb07g025400
Sobic.007G184001.1	Sb07g025410
Sobic.007G184200.2	Sb07g025430
Sobic.007G184200.3	Sb07g025430
Sobic.007G184300.1	Sb07g025440
Sobic.007G184300.2	Sb07g025440
Sobic.007G184400.1	Sb07g025450
Sobic.007G184500.1	Sb07g025460
Sobic.007G184700.1	Sb07g025480
Sobic.007G184800.1	Sb07g025490
Sobic.007G185100.1	Sb07g025510
Sobic.007G185200.2	Sb07g025520
Sobic.007G185400.1	Sb07g025530
Sobic.007G185700.1	Sb07g025550
Sobic.007G185700.2	Sb07g025550
Sobic.007G185700.3	Sb07g025550
Sobic.007G185900.1	Sb07g025570
Sobic.007G186000.1	Sb07g025580
Sobic.007G186000.2	Sb07g025580
Sobic.007G186100.1	Sb07g025590
Sobic.007G186100.2	Sb07g025590
Sobic.007G186100.3	Sb07g025590
Sobic.007G186100.4	Sb07g025590
Sobic.007G186200.1	Sb07g025600
Sobic.007G186300.1	Sb07g025610
Sobic.007G186400.1	Sb07g025620
Sobic.007G186400.2	Sb07g025620
Sobic.007G186400.3	Sb07g025620
Sobic.007G186600.1	Sb07g025650
Sobic.007G186800.1	Sb07g025680
Sobic.007G187000.1	Sb07g025690
Sobic.007G187100.1	Sb07g025700
Sobic.007G187300.1	Sb07g025720
Sobic.007G187400.1	Sb07g025730
Sobic.007G187600.1	Sb07g025740
Sobic.007G187700.1	Sb07g025760
Sobic.007G187800.1	Sb07g025770
Sobic.007G187900.1	Sb07g025780
Sobic.007G188100.1	Sb07g025790
Sobic.007G188200.1	Sb07g025800
Sobic.007G188200.2	Sb07g025800
Sobic.007G188300.1	Sb07g025810
Sobic.007G188400.1	Sb07g025820
Sobic.007G188500.1	Sb07g025830
Sobic.007G188600.1	Sb07g025840
Sobic.007G188701.1	Sb07g025843
Sobic.007G189000.1	Sb07g025870
Sobic.007G189000.2	Sb07g025870
Sobic.007G189100.1	Sb07g025880
Sobic.007G189200.1	Sb07g025890
Sobic.007G189300.1	Sb07g025900
Sobic.007G189400.1	Sb07g025920
Sobic.007G189500.1	Sb07g025930
Sobic.007G189800.1	Sb07g025940
Sobic.007G189900.1	Sb07g025950
Sobic.007G190000.1	Sb07g025960
Sobic.007G190000.2	Sb07g025960
Sobic.007G190000.3	Sb07g025960
Sobic.007G190000.4	Sb07g025960
Sobic.007G190100.1	Sb07g025970
Sobic.007G190100.2	Sb07g025970
Sobic.007G190100.3	Sb07g025970
Sobic.007G190200.1	Sb07g025980
Sobic.007G190200.2	Sb07g025980
Sobic.007G190200.3	Sb07g025980
Sobic.007G190700.2	Sb07g026000
Sobic.007G190800.1	Sb07g026010
Sobic.007G191100.1	Sb07g026030
Sobic.007G191200.1	Sb07g026040
Sobic.007G191400.1	Sb07g026050
Sobic.007G191600.1	Sb07g026060
Sobic.007G191700.2	Sb07g026070
Sobic.007G191800.1	Sb07g026080
Sobic.007G191800.2	Sb07g026080
Sobic.007G191900.1	Sb07g026090
Sobic.007G192000.1	Sb07g026100
Sobic.007G192000.2	Sb07g026100
Sobic.007G192100.1	Sb07g026110
Sobic.007G192200.1	Sb07g026120
Sobic.007G192300.1	Sb07g026130
Sobic.007G192400.1	Sb07g026135
Sobic.007G192500.1	Sb07g026140
Sobic.007G192500.2	Sb07g026140
Sobic.007G192600.1	Sb07g026150
Sobic.007G192600.2	Sb07g026150
Sobic.007G192600.5	Sb07g026150
Sobic.007G192600.6	Sb07g026150
Sobic.007G192700.1	Sb07g026160
Sobic.007G192800.1	Sb07g026170
Sobic.007G192900.1	Sb07g026180
Sobic.007G193200.1	Sb07g026190
Sobic.007G193300.1	Sb07g026200
Sobic.007G193500.1	Sb07g026220
Sobic.007G193700.1	Sb07g026230
Sobic.007G193700.2	Sb07g026230
Sobic.007G193700.3	Sb07g026230
Sobic.007G193800.1	Sb07g026240
Sobic.007G193900.1	Sb07g026250
Sobic.007G194000.1	Sb07g026260
Sobic.007G194100.1	Sb07g026270
Sobic.007G194200.1	Sb07g026280
Sobic.007G194300.1	Sb07g026290
Sobic.007G194400.1	Sb07g026300
Sobic.007G194500.1	Sb07g026305
Sobic.007G194600.1	Sb07g026310
Sobic.007G194700.1	Sb07g026320
Sobic.007G194700.2	Sb07g026320
Sobic.007G194900.1	Sb07g026340
Sobic.007G194900.2	Sb07g026340
Sobic.007G195000.1	Sb07g026350
Sobic.007G195100.1	Sb07g026360
Sobic.007G195300.3	Sb07g026380
Sobic.007G195500.1	Sb07g026400
Sobic.007G195600.1	Sb07g026410
Sobic.007G195600.2	Sb07g026410
Sobic.007G195701.1	Sb07g026420
Sobic.007G195800.1	Sb07g026430
Sobic.007G195900.2	Sb07g026440
Sobic.007G195900.3	Sb07g026440
Sobic.007G196000.1	Sb07g026450
Sobic.007G196000.10	Sb07g026450
Sobic.007G196000.2	Sb07g026450
Sobic.007G196000.3	Sb07g026450
Sobic.007G196000.5	Sb07g026450
Sobic.007G196000.7	Sb07g026450
Sobic.007G196000.8	Sb07g026450
Sobic.007G196000.9	Sb07g026450
Sobic.007G196100.1	Sb07g026460
Sobic.007G196300.1	Sb07g026480
Sobic.007G196400.1	Sb07g026490
Sobic.007G196500.1	Sb07g026500
Sobic.007G196600.1	Sb07g026510
Sobic.007G196800.1	Sb07g026520
Sobic.007G196900.1	Sb07g026530
Sobic.007G196900.2	Sb07g026530
Sobic.007G196900.3	Sb07g026530
Sobic.007G196900.4	Sb07g026530
Sobic.007G196900.5	Sb07g026530
Sobic.007G197000.1	Sb07g026540
Sobic.007G197100.1	Sb07g026550
Sobic.007G197200.1	Sb07g026560
Sobic.007G197200.2	Sb07g026560
Sobic.007G197200.3	Sb07g026560
Sobic.007G197300.1	Sb07g026570
Sobic.007G197300.2	Sb07g026570
Sobic.007G197300.3	Sb07g026570
Sobic.007G197300.4	Sb07g026570
Sobic.007G197400.1	Sb07g026590
Sobic.007G197600.1	Sb07g026600
Sobic.007G197700.1	Sb07g026610
Sobic.007G197800.1	Sb07g026620
Sobic.007G198000.1	Sb07g026630
Sobic.007G198100.1	Sb07g026640
Sobic.007G198300.1	Sb07g026650
Sobic.007G198300.2	Sb07g026650
Sobic.007G198400.1	Sb07g026660
Sobic.007G198500.1	Sb07g026670
Sobic.007G198600.1	Sb07g026680
Sobic.007G198700.1	Sb07g026690
Sobic.007G198800.1	Sb07g026700
Sobic.007G198900.1	Sb07g026710
Sobic.007G199200.1	Sb07g026730
Sobic.007G199550.1	Sb07g026740
Sobic.007G199600.1	Sb07g026750
Sobic.007G199600.2	Sb07g026750
Sobic.007G199700.1	Sb07g026755
Sobic.007G199800.1	Sb07g026757
Sobic.007G199800.3	Sb07g026757
Sobic.007G199800.4	Sb07g026757
Sobic.007G199800.5	Sb07g026757
Sobic.007G200000.1	Sb07g026760
Sobic.007G200200.1	Sb07g026780
Sobic.007G200200.2	Sb07g026780
Sobic.007G200300.1	Sb07g026790
Sobic.007G200400.1	Sb07g026800
Sobic.007G200500.1	Sb07g026810
Sobic.007G200600.1	Sb07g026820
Sobic.007G200900.1	Sb07g026850
Sobic.007G201100.1	Sb07g026870
Sobic.007G201100.2	Sb07g026870
Sobic.007G201100.3	Sb07g026870
Sobic.007G201200.1	Sb07g026880
Sobic.007G201300.1	Sb07g026885
Sobic.007G201400.1	Sb07g026890
Sobic.007G201700.1	Sb07g026910
Sobic.007G201800.1	Sb07g026920
Sobic.007G201800.2	Sb07g026920
Sobic.007G201900.1	Sb07g026930
Sobic.007G202000.1	Sb07g026940
Sobic.007G202000.2	Sb07g026940
Sobic.007G202100.1	Sb07g026950
Sobic.007G202100.2	Sb07g026950
Sobic.007G202300.1	Sb07g026970
Sobic.007G202480.1	Sb07g026980
Sobic.007G202600.1	Sb07g026995
Sobic.007G202600.2	Sb07g026995
Sobic.007G202700.1	Sb07g027000
Sobic.007G202800.1	Sb07g027010
Sobic.007G202800.2	Sb07g027010
Sobic.007G202900.1	Sb07g027020
Sobic.007G202900.2	Sb07g027020
Sobic.007G202900.3	Sb07g027020
Sobic.007G203000.1	Sb07g027030
Sobic.007G203100.1	Sb07g027040
Sobic.007G203200.1	Sb07g027050
Sobic.007G203300.1	Sb07g027060
Sobic.007G203400.1	Sb07g027070
Sobic.007G203500.1	Sb07g027080
Sobic.007G203600.1	Sb07g027100
Sobic.007G203700.1	Sb07g027110
Sobic.007G203900.1	Sb07g027120
Sobic.007G204000.1	Sb07g027130
Sobic.007G204000.2	Sb07g027130
Sobic.007G204100.1	Sb07g027140
Sobic.007G204200.1	Sb07g027160
Sobic.007G204300.1	Sb07g027170
Sobic.007G204500.1	Sb07g027190
Sobic.007G204500.2	Sb07g027190
Sobic.007G204500.3	Sb07g027190
Sobic.007G204600.1	Sb07g027200
Sobic.007G204700.1	Sb07g027210
Sobic.007G204800.1	Sb07g027220
Sobic.007G204900.1	Sb07g027230
Sobic.007G204900.2	Sb07g027230
Sobic.007G205000.1	Sb07g027240
Sobic.007G205000.2	Sb07g027240
Sobic.007G205000.3	Sb07g027240
Sobic.007G205000.4	Sb07g027240
Sobic.007G205000.5	Sb07g027240
Sobic.007G205100.1	Sb07g027250
Sobic.007G205200.1	Sb07g027260
Sobic.007G205300.1	Sb07g027270
Sobic.007G205400.1	Sb07g027280
Sobic.007G205500.1	Sb07g027290
Sobic.007G205500.2	Sb07g027290
Sobic.007G205600.1	Sb07g027300
Sobic.007G205700.1	Sb07g027310
Sobic.007G205800.1	Sb07g027320
Sobic.007G205800.2	Sb07g027320
Sobic.007G205900.1	Sb07g027330
Sobic.007G206000.1	Sb07g027340
Sobic.007G206100.1	Sb07g027350
Sobic.007G206200.1	Sb07g027360
Sobic.007G206200.10	Sb07g027360
Sobic.007G206200.11	Sb07g027360
Sobic.007G206200.12	Sb07g027360
Sobic.007G206200.2	Sb07g027360
Sobic.007G206200.3	Sb07g027360
Sobic.007G206200.4	Sb07g027360
Sobic.007G206200.5	Sb07g027360
Sobic.007G206200.6	Sb07g027360
Sobic.007G206200.7	Sb07g027360
Sobic.007G206200.8	Sb07g027360
Sobic.007G206200.9	Sb07g027360
Sobic.007G206300.1	Sb07g027370
Sobic.007G206700.1	Sb07g027400
Sobic.007G206800.1	Sb07g027410
Sobic.007G207000.1	Sb07g027420
Sobic.007G207000.2	Sb07g027420
Sobic.007G207100.1	Sb07g027430
Sobic.007G207200.1	Sb07g027440
Sobic.007G207300.1	Sb07g027450
Sobic.007G207400.4	Sb07g027460
Sobic.007G207500.1	Sb07g027470
Sobic.007G207500.2	Sb07g027470
Sobic.007G207600.1	Sb07g027480
Sobic.007G207800.1	Sb07g027500
Sobic.007G207800.2	Sb07g027500
Sobic.007G207800.3	Sb07g027500
Sobic.007G207900.1	Sb07g027510
Sobic.007G207900.2	Sb07g027510
Sobic.007G208000.1	Sb07g027520
Sobic.007G208100.1	Sb07g027530
Sobic.007G208200.1	Sb07g027540
Sobic.007G208300.1	Sb07g027550
Sobic.007G208400.1	Sb07g027560
Sobic.007G208500.1	Sb07g027570
Sobic.007G208600.1	Sb07g027580
Sobic.007G209000.1	Sb07g027630
